Category,Type,Value
Spam,Email,invoice.payment.due.268@secure-billing.co
Spam,URL,http://legal-funds.info/inheritance-claim?id=91
Ham,URL,https://www.example.com/page2265
Spam,Email,youve.won.a.gift.160@claim-reward.club
Spam,URL,http://online-banking.support/bank-of-america-alert?id=126
Spam,Email,loan.approval.notice.256@fast-cash.co
Ham,Email,user1696@example.com
Ham,URL,https://www.example.com/page2365
Spam,URL,http://limited-time.biz/free-money-offer?id=190
Ham,Email,user524@example.com
Ham,URL,https://www.example.com/page545
Ham,URL,https://www.example.com/page1982
Spam,Email,inheritance.claim.52@legal-funds.info
Ham,Email,user459@example.com
Spam,Email,important.update.21@service-notification.org
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=27
Ham,Email,user1647@example.com
Spam,URL,http://claim-reward.club/you-won-a-gift?id=251
Spam,Email,youve.won.a.gift.105@claim-reward.club
Ham,URL,https://www.example.com/page1581
Ham,Email,user2290@example.com
Spam,Email,unauthorized.access.8@security-team.net
Ham,Email,user2283@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=155
Ham,URL,https://www.example.com/page304
Spam,Email,inheritance.claim.10@legal-funds.info
Spam,Email,account.security.alert.229@login-verify.info
Ham,Email,user666@example.com
Ham,Email,user279@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=274
Spam,URL,http://account-limited.net/paypal-security-center?id=179
Ham,Email,user1398@example.com
Spam,URL,http://claim-reward.club/you-won-a-gift?id=152
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=43
Spam,Email,urgent.notice.123.144@suspiciousdomain.com
Spam,URL,http://fast-cash.co/loan-approval-notice?id=266
Spam,URL,http://service-notification.org/important-update?id=232
Spam,Email,urgent.notice.123.88@suspiciousdomain.com
Ham,URL,https://www.example.com/page2087
Spam,Email,job.offer.urgent.77@career-opportunities.net
Ham,Email,user2363@example.com
Ham,Email,user859@example.com
Ham,URL,https://www.example.com/page1878
Ham,Email,user1826@example.com
Ham,Email,user528@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=197
Spam,Email,job.offer.urgent.178@career-opportunities.net
Spam,URL,http://get-your-cash.net/prize-winner?id=139
Spam,Email,prize.winner.now.72@get-your-cash.net
Spam,URL,http://claim-reward.club/you-won-a-gift?id=205
Spam,URL,http://secure-billing.co/invoice-payment-due?id=99
Spam,URL,http://fast-cash.co/loan-approval-notice?id=105
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=231
Spam,URL,http://get-your-cash.net/prize-winner?id=159
Spam,URL,http://secure-billing.co/invoice-payment-due?id=68
Spam,Email,lottery.winner.notification.122@lucky-draw.org
Ham,URL,https://www.example.com/page1196
Ham,URL,https://www.example.com/page419
Spam,URL,http://claim-reward.club/you-won-a-gift?id=134
Ham,Email,user288@example.com
Ham,Email,user242@example.com
Ham,Email,user2167@example.com
Ham,Email,user67@example.com
Ham,Email,user2635@example.com
Spam,Email,virus.detected.164@system-scan.info
Ham,Email,user265@example.com
Ham,URL,https://www.example.com/page139
Spam,Email,virus.detected.60@system-scan.info
Spam,Email,job.offer.urgent.38@career-opportunities.net
Spam,Email,confirm.your.details.75@verify-account.support
Spam,Email,account.security.alert.154@login-verify.info
Spam,Email,bank.of.america.alert.74@online-banking.support
Spam,URL,http://claim-reward.club/you-won-a-gift?id=10
Spam,Email,inheritance.claim.203@legal-funds.info
Spam,Email,confirm.your.details.192@verify-account.support
Ham,URL,https://www.example.com/page934
Spam,Email,dating.match.for.you.77@find-love.club
Spam,Email,virus.detected.127@system-scan.info
Spam,URL,http://secure-billing.co/invoice-payment-due?id=257
Ham,Email,user484@example.com
Ham,Email,user1065@example.com
Ham,Email,user2304@example.com
Ham,Email,user1443@example.com
Ham,URL,https://www.example.com/page1260
Spam,Email,lottery.winner.notification.24@lucky-draw.org
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=183
Spam,Email,job.offer.urgent.223@career-opportunities.net
Spam,Email,account.security.alert.65@login-verify.info
Ham,Email,user2077@example.com
Spam,Email,job.offer.urgent.22@career-opportunities.net
Ham,Email,user2046@example.com
Spam,URL,http://limited-time.biz/free-money-offer?id=32
Spam,Email,inheritance.claim.261@legal-funds.info
Ham,URL,https://www.example.com/page1256
Ham,URL,https://www.example.com/page1993
Ham,Email,user913@example.com
Ham,URL,https://www.example.com/page1194
Ham,URL,https://www.example.com/page814
Ham,Email,user2507@example.com
Spam,Email,bank.of.america.alert.68@online-banking.support
Ham,Email,user451@example.com
Spam,Email,amazon.order.issue.202@order-processing.online
Spam,Email,dating.match.for.you.250@find-love.club
Spam,URL,http://security-team.net/unauthorized-access?id=216
Ham,URL,https://www.example.com/page2630
Ham,Email,user2662@example.com
Spam,Email,prize.winner.now.28@get-your-cash.net
Spam,Email,amazon.order.issue.94@order-processing.online
Spam,URL,http://get-your-cash.net/prize-winner?id=140
Ham,URL,https://www.example.com/page317
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=98
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=5
Spam,URL,http://system-scan.info/virus-detected?id=160
Ham,Email,user2484@example.com
Ham,URL,https://www.example.com/page1060
Spam,URL,http://verify-account.support/confirm-details?id=248
Spam,URL,http://legal-funds.info/inheritance-claim?id=188
Spam,Email,inheritance.claim.82@legal-funds.info
Ham,URL,https://www.example.com/page1973
Spam,Email,job.offer.urgent.60@career-opportunities.net
Ham,URL,https://www.example.com/page262
Spam,URL,http://login-verify.info/account-security-alert?id=250
Spam,URL,http://verify-account.support/confirm-details?id=51
Spam,URL,http://order-processing.online/amazon-order-issue?id=265
Ham,URL,https://www.example.com/page2699
Spam,Email,bitcoin.investment.offer.250@crypto-wealth.biz
Ham,URL,https://www.example.com/page1615
Ham,Email,user538@example.com
Spam,URL,http://fast-cash.co/loan-approval-notice?id=43
Ham,URL,https://www.example.com/page2063
Ham,URL,https://www.example.com/page843
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=176
Spam,URL,http://order-processing.online/amazon-order-issue?id=274
Ham,Email,user1488@example.com
Spam,Email,job.offer.urgent.162@career-opportunities.net
Spam,URL,http://system-scan.info/virus-detected?id=28
Spam,URL,http://claim-reward.club/you-won-a-gift?id=191
Ham,URL,https://www.example.com/page1515
Ham,Email,user733@example.com
Ham,URL,https://www.example.com/page2028
Ham,Email,user783@example.com
Spam,URL,http://system-scan.info/virus-detected?id=274
Spam,URL,http://order-processing.online/amazon-order-issue?id=238
Ham,URL,https://www.example.com/page665
Ham,URL,https://www.example.com/page1752
Ham,URL,https://www.example.com/page1083
Ham,Email,user969@example.com
Ham,URL,https://www.example.com/page2114
Spam,URL,http://online-banking.support/bank-of-america-alert?id=150
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=41
Ham,Email,user60@example.com
Spam,Email,job.offer.urgent.30@career-opportunities.net
Spam,Email,job.offer.urgent.80@career-opportunities.net
Ham,URL,https://www.example.com/page587
Ham,Email,user466@example.com
Ham,Email,user2695@example.com
Ham,URL,https://www.example.com/page409
Ham,Email,user1989@example.com
Spam,Email,urgent.notice.123.202@suspiciousdomain.com
Spam,Email,urgent.notice.123.174@suspiciousdomain.com
Ham,URL,https://www.example.com/page861
Spam,Email,free.money.offer.18@limited-time.biz
Spam,URL,http://verify-account.support/confirm-details?id=42
Spam,URL,http://online-banking.support/bank-of-america-alert?id=91
Ham,URL,https://www.example.com/page184
Ham,URL,https://www.example.com/page1102
Spam,URL,http://limited-time.biz/free-money-offer?id=110
Spam,Email,account.security.alert.251@login-verify.info
Ham,Email,user1486@example.com
Ham,Email,user1267@example.com
Ham,Email,user122@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=196
Spam,URL,http://find-love.club/dating-match?id=222
Ham,URL,https://www.example.com/page2037
Ham,URL,https://www.example.com/page1254
Spam,Email,dating.match.for.you.33@find-love.club
Ham,URL,https://www.example.com/page2347
Spam,URL,http://delivery-info.online/package-on-hold?id=131
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=111
Spam,Email,bitcoin.investment.offer.77@crypto-wealth.biz
Spam,Email,your.package.on.hold.194@delivery-info.online
Ham,Email,user1238@example.com
Ham,Email,user1391@example.com
Ham,Email,user2443@example.com
Ham,URL,https://www.example.com/page1435
Spam,Email,unauthorized.access.151@security-team.net
Ham,Email,user871@example.com
Ham,URL,https://www.example.com/page1111
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=23
Ham,URL,https://www.example.com/page8
Ham,Email,user2061@example.com
Ham,URL,https://www.example.com/page1545
Ham,Email,user668@example.com
Spam,Email,account.security.alert.122@login-verify.info
Ham,Email,user788@example.com
Spam,URL,http://service-notification.org/important-update?id=22
Spam,URL,http://verify-account.support/confirm-details?id=147
Ham,Email,user2141@example.com
Ham,Email,user729@example.com
Spam,URL,http://system-scan.info/virus-detected?id=108
Spam,Email,invoice.payment.due.244@secure-billing.co
Ham,URL,https://www.example.com/page2189
Ham,URL,https://www.example.com/page2140
Ham,Email,user250@example.com
Ham,Email,user2652@example.com
Spam,Email,lottery.winner.notification.142@lucky-draw.org
Ham,URL,https://www.example.com/page1964
Ham,Email,user1382@example.com
Ham,URL,https://www.example.com/page1997
Ham,Email,user2173@example.com
Spam,URL,http://claim-reward.club/you-won-a-gift?id=44
Ham,Email,user2672@example.com
Ham,URL,https://www.example.com/page2122
Ham,Email,user370@example.com
Ham,Email,user1006@example.com
Spam,Email,account.security.alert.180@login-verify.info
Spam,Email,lottery.winner.notification.164@lucky-draw.org
Spam,Email,amazon.order.issue.62@order-processing.online
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=206
Spam,Email,amazon.order.issue.13@order-processing.online
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=212
Ham,Email,user1309@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=71
Spam,Email,confirm.your.details.158@verify-account.support
Ham,Email,user2650@example.com
Ham,URL,https://www.example.com/page467
Spam,URL,http://online-banking.support/bank-of-america-alert?id=261
Spam,Email,unauthorized.access.256@security-team.net
Spam,URL,http://delivery-info.online/package-on-hold?id=55
Ham,Email,user311@example.com
Spam,Email,unauthorized.access.1@security-team.net
Spam,Email,inheritance.claim.7@legal-funds.info
Spam,Email,paypal.security.center.268@account-limited.net
Spam,Email,confirm.your.details.122@verify-account.support
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=162
Ham,Email,user993@example.com
Spam,URL,http://get-your-cash.net/prize-winner?id=131
Ham,URL,https://www.example.com/page2108
Ham,Email,user1437@example.com
Ham,Email,user1740@example.com
Ham,URL,https://www.example.com/page1695
Ham,URL,https://www.example.com/page1910
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=174
Spam,URL,http://account-limited.net/paypal-security-center?id=257
Spam,URL,http://service-notification.org/important-update?id=155
Ham,Email,user876@example.com
Ham,Email,user1481@example.com
Ham,Email,user1177@example.com
Spam,Email,invoice.payment.due.181@secure-billing.co
Ham,URL,https://www.example.com/page2357
Ham,Email,user85@example.com
Ham,URL,https://www.example.com/page2058
Ham,Email,user2456@example.com
Ham,Email,user2070@example.com
Ham,Email,user1277@example.com
Ham,URL,https://www.example.com/page1911
Spam,Email,invoice.payment.due.95@secure-billing.co
Spam,URL,http://secure-billing.co/invoice-payment-due?id=84
Spam,Email,inheritance.claim.180@legal-funds.info
Spam,URL,http://online-banking.support/bank-of-america-alert?id=183
Spam,Email,free.money.offer.242@limited-time.biz
Ham,URL,https://www.example.com/page222
Ham,URL,https://www.example.com/page1661
Ham,URL,https://www.example.com/page841
Ham,Email,user2187@example.com
Ham,Email,user531@example.com
Ham,Email,user590@example.com
Ham,Email,user738@example.com
Ham,Email,user1850@example.com
Ham,Email,user2330@example.com
Spam,Email,lottery.winner.notification.160@lucky-draw.org
Ham,Email,user754@example.com
Spam,Email,your.package.on.hold.167@delivery-info.online
Spam,URL,http://delivery-info.online/package-on-hold?id=112
Ham,Email,user769@example.com
Spam,Email,bitcoin.investment.offer.117@crypto-wealth.biz
Ham,Email,user69@example.com
Ham,Email,user2441@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=261
Ham,Email,user471@example.com
Spam,Email,urgent.notice.123.205@suspiciousdomain.com
Spam,Email,amazon.order.issue.161@order-processing.online
Spam,URL,http://security-team.net/unauthorized-access?id=175
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=227
Ham,Email,user827@example.com
Spam,Email,loan.approval.notice.147@fast-cash.co
Ham,Email,user1543@example.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=116
Spam,URL,http://online-banking.support/bank-of-america-alert?id=170
Ham,Email,user2230@example.com
Spam,Email,prize.winner.now.18@get-your-cash.net
Spam,URL,http://security-team.net/unauthorized-access?id=201
Spam,Email,bank.of.america.alert.249@online-banking.support
Spam,URL,http://delivery-info.online/package-on-hold?id=126
Ham,URL,https://www.example.com/page1992
Ham,Email,user2148@example.com
Spam,Email,prize.winner.now.66@get-your-cash.net
Spam,URL,http://get-your-cash.net/prize-winner?id=56
Ham,URL,https://www.example.com/page1959
Ham,Email,user1502@example.com
Ham,URL,https://www.example.com/page1300
Ham,Email,user1441@example.com
Ham,Email,user2517@example.com
Ham,Email,user741@example.com
Ham,URL,https://www.example.com/page1271
Ham,URL,https://www.example.com/page2736
Ham,Email,user1381@example.com
Spam,Email,job.offer.urgent.21@career-opportunities.net
Spam,URL,http://security-team.net/unauthorized-access?id=35
Ham,Email,user1496@example.com
Spam,Email,confirm.your.details.211@verify-account.support
Spam,URL,http://account-limited.net/paypal-security-center?id=21
Spam,URL,http://online-banking.support/bank-of-america-alert?id=193
Spam,Email,prize.winner.now.268@get-your-cash.net
Ham,Email,user1044@example.com
Ham,URL,https://www.example.com/page1790
Spam,URL,http://delivery-info.online/package-on-hold?id=226
Ham,Email,user2401@example.com
Ham,URL,https://www.example.com/page330
Ham,URL,https://www.example.com/page177
Spam,URL,http://limited-time.biz/free-money-offer?id=0
Ham,URL,https://www.example.com/page1926
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=108
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=125
Ham,URL,https://www.example.com/page615
Spam,Email,dating.match.for.you.191@find-love.club
Ham,URL,https://www.example.com/page1516
Ham,Email,user1739@example.com
Spam,Email,loan.approval.notice.22@fast-cash.co
Ham,URL,https://www.example.com/page1765
Spam,Email,free.money.offer.190@limited-time.biz
Spam,URL,http://system-scan.info/virus-detected?id=173
Ham,Email,user65@example.com
Ham,Email,user2439@example.com
Spam,Email,unauthorized.access.103@security-team.net
Ham,URL,https://www.example.com/page2707
Spam,URL,http://verify-account.support/confirm-details?id=29
Ham,Email,user497@example.com
Ham,Email,user1100@example.com
Ham,Email,user1745@example.com
Spam,Email,important.update.125@service-notification.org
Spam,Email,dating.match.for.you.39@find-love.club
Ham,URL,https://www.example.com/page2191
Ham,Email,user1640@example.com
Ham,Email,user1690@example.com
Spam,URL,http://account-limited.net/paypal-security-center?id=228
Ham,Email,user489@example.com
Ham,URL,https://www.example.com/page1610
Spam,URL,http://legal-funds.info/inheritance-claim?id=9
Ham,Email,user2675@example.com
Spam,URL,http://order-processing.online/amazon-order-issue?id=76
Spam,Email,free.money.offer.24@limited-time.biz
Ham,URL,https://www.example.com/page2154
Ham,URL,https://www.example.com/page2196
Spam,URL,http://system-scan.info/virus-detected?id=164
Ham,URL,https://www.example.com/page2268
Spam,Email,free.money.offer.113@limited-time.biz
Ham,URL,https://www.example.com/page2165
Ham,Email,user1470@example.com
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=175
Spam,URL,http://security-team.net/unauthorized-access?id=183
Ham,Email,user1949@example.com
Ham,URL,https://www.example.com/page165
Spam,URL,http://get-your-cash.net/prize-winner?id=171
Ham,URL,https://www.example.com/page1766
Spam,URL,http://limited-time.biz/free-money-offer?id=55
Spam,Email,dating.match.for.you.57@find-love.club
Ham,Email,user1918@example.com
Ham,Email,user1909@example.com
Ham,URL,https://www.example.com/page739
Spam,Email,loan.approval.notice.194@fast-cash.co
Spam,URL,http://system-scan.info/virus-detected?id=162
Ham,URL,https://www.example.com/page1886
Spam,URL,http://get-your-cash.net/prize-winner?id=119
Spam,Email,your.package.on.hold.154@delivery-info.online
Spam,Email,virus.detected.73@system-scan.info
Ham,Email,user1526@example.com
Ham,Email,user213@example.com
Spam,Email,virus.detected.242@system-scan.info
Ham,Email,user2214@example.com
Spam,Email,amazon.order.issue.4@order-processing.online
Spam,Email,confirm.your.details.216@verify-account.support
Spam,Email,paypal.security.center.80@account-limited.net
Ham,Email,user2391@example.com
Ham,Email,user632@example.com
Spam,URL,http://verify-account.support/confirm-details?id=105
Ham,Email,user1812@example.com
Ham,Email,user1602@example.com
Ham,Email,user542@example.com
Spam,URL,http://service-notification.org/important-update?id=94
Spam,URL,http://fast-cash.co/loan-approval-notice?id=129
Spam,URL,http://claim-reward.club/you-won-a-gift?id=264
Spam,Email,virus.detected.16@system-scan.info
Ham,Email,user1983@example.com
Spam,Email,your.package.on.hold.197@delivery-info.online
Spam,URL,http://claim-reward.club/you-won-a-gift?id=132
Ham,Email,user1319@example.com
Ham,URL,https://www.example.com/page1087
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=45
Spam,Email,youve.won.a.gift.46@claim-reward.club
Ham,Email,user2075@example.com
Ham,URL,https://www.example.com/page299
Spam,URL,http://security-team.net/unauthorized-access?id=221
Spam,URL,http://claim-reward.club/you-won-a-gift?id=50
Ham,Email,user1614@example.com
Ham,URL,https://www.example.com/page2504
Ham,URL,https://www.example.com/page412
Spam,Email,unauthorized.access.99@security-team.net
Spam,URL,http://delivery-info.online/package-on-hold?id=106
Ham,Email,user2553@example.com
Ham,URL,https://www.example.com/page1338
Spam,URL,http://claim-reward.club/you-won-a-gift?id=131
Ham,URL,https://www.example.com/page2146
Ham,Email,user145@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=250
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=190
Ham,Email,user690@example.com
Ham,URL,https://www.example.com/page1192
Spam,URL,http://verify-account.support/confirm-details?id=229
Spam,Email,virus.detected.209@system-scan.info
Spam,Email,youve.won.a.gift.1@claim-reward.club
Spam,Email,youve.won.a.gift.28@claim-reward.club
Ham,Email,user816@example.com
Ham,URL,https://www.example.com/page2591
Spam,Email,urgent.notice.123.236@suspiciousdomain.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=25
Spam,Email,prize.winner.now.163@get-your-cash.net
Spam,Email,prize.winner.now.181@get-your-cash.net
Spam,Email,unauthorized.access.100@security-team.net
Ham,Email,user2076@example.com
Spam,Email,loan.approval.notice.32@fast-cash.co
Spam,URL,http://fast-cash.co/loan-approval-notice?id=180
Spam,URL,http://get-your-cash.net/prize-winner?id=188
Ham,URL,https://www.example.com/page1938
Ham,Email,user1030@example.com
Spam,Email,your.package.on.hold.229@delivery-info.online
Ham,URL,https://www.example.com/page1900
Ham,URL,https://www.example.com/page1326
Ham,URL,https://www.example.com/page836
Ham,URL,https://www.example.com/page397
Ham,Email,user1119@example.com
Ham,URL,https://www.example.com/page1023
Spam,URL,http://secure-billing.co/invoice-payment-due?id=254
Ham,URL,https://www.example.com/page2301
Spam,URL,http://security-team.net/unauthorized-access?id=86
Spam,Email,bank.of.america.alert.90@online-banking.support
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=201
Ham,URL,https://www.example.com/page2617
Ham,URL,https://www.example.com/page655
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=115
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=15
Spam,Email,job.offer.urgent.265@career-opportunities.net
Ham,Email,user1088@example.com
Spam,Email,job.offer.urgent.248@career-opportunities.net
Spam,URL,http://security-team.net/unauthorized-access?id=260
Ham,Email,user1919@example.com
Spam,Email,paypal.security.center.151@account-limited.net
Ham,URL,https://www.example.com/page1769
Ham,URL,https://www.example.com/page1097
Spam,URL,http://order-processing.online/amazon-order-issue?id=140
Spam,URL,http://fast-cash.co/loan-approval-notice?id=29
Ham,Email,user1994@example.com
Ham,URL,https://www.example.com/page452
Ham,URL,https://www.example.com/page1622
Ham,URL,https://www.example.com/page441
Ham,URL,https://www.example.com/page2213
Ham,URL,https://www.example.com/page1798
Ham,URL,https://www.example.com/page1330
Ham,Email,user41@example.com
Ham,Email,user672@example.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=32
Ham,URL,https://www.example.com/page1159
Spam,Email,paypal.security.center.103@account-limited.net
Ham,URL,https://www.example.com/page2621
Ham,Email,user813@example.com
Spam,Email,inheritance.claim.33@legal-funds.info
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=165
Spam,Email,urgent.notice.123.235@suspiciousdomain.com
Ham,Email,user1556@example.com
Spam,Email,paypal.security.center.272@account-limited.net
Spam,Email,loan.approval.notice.82@fast-cash.co
Ham,Email,user1741@example.com
Ham,Email,user1231@example.com
Spam,Email,youve.won.a.gift.39@claim-reward.club
Ham,Email,user1301@example.com
Ham,Email,user2510@example.com
Spam,Email,bank.of.america.alert.23@online-banking.support
Ham,URL,https://www.example.com/page674
Spam,URL,http://secure-billing.co/invoice-payment-due?id=190
Ham,Email,user1830@example.com
Ham,URL,https://www.example.com/page1098
Spam,Email,your.package.on.hold.181@delivery-info.online
Ham,Email,user1041@example.com
Spam,URL,http://service-notification.org/important-update?id=174
Spam,Email,virus.detected.217@system-scan.info
Ham,Email,user2360@example.com
Spam,Email,amazon.order.issue.122@order-processing.online
Spam,Email,inheritance.claim.165@legal-funds.info
Spam,URL,http://secure-billing.co/invoice-payment-due?id=201
Spam,URL,http://service-notification.org/important-update?id=186
Ham,Email,user2151@example.com
Ham,Email,user88@example.com
Ham,Email,user1692@example.com
Spam,Email,virus.detected.131@system-scan.info
Ham,Email,user1766@example.com
Spam,URL,http://get-your-cash.net/prize-winner?id=3
Ham,URL,https://www.example.com/page85
Ham,URL,https://www.example.com/page2696
Spam,Email,paypal.security.center.105@account-limited.net
Spam,URL,http://delivery-info.online/package-on-hold?id=223
Spam,URL,http://delivery-info.online/package-on-hold?id=230
Ham,URL,https://www.example.com/page1761
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=146
Spam,URL,http://secure-billing.co/invoice-payment-due?id=243
Spam,Email,bank.of.america.alert.238@online-banking.support
Ham,Email,user2582@example.com
Ham,URL,https://www.example.com/page2490
Spam,Email,lottery.winner.notification.19@lucky-draw.org
Ham,Email,user1686@example.com
Ham,URL,https://www.example.com/page2556
Spam,URL,http://order-processing.online/amazon-order-issue?id=157
Spam,Email,invoice.payment.due.258@secure-billing.co
Ham,URL,https://www.example.com/page2237
Ham,URL,https://www.example.com/page537
Ham,Email,user417@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=79
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=59
Ham,Email,user144@example.com
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=23
Spam,URL,http://security-team.net/unauthorized-access?id=242
Ham,Email,user1857@example.com
Ham,Email,user1306@example.com
Ham,URL,https://www.example.com/page1629
Spam,URL,http://account-limited.net/paypal-security-center?id=18
Spam,Email,urgent.notice.123.270@suspiciousdomain.com
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=24
Spam,URL,http://legal-funds.info/inheritance-claim?id=217
Spam,Email,prize.winner.now.214@get-your-cash.net
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=46
Spam,Email,free.money.offer.182@limited-time.biz
Spam,Email,confirm.your.details.79@verify-account.support
Spam,Email,free.money.offer.266@limited-time.biz
Ham,Email,user488@example.com
Ham,URL,https://www.example.com/page617
Ham,Email,user1664@example.com
Spam,URL,http://get-your-cash.net/prize-winner?id=163
Ham,Email,user2087@example.com
Ham,Email,user2043@example.com
Spam,URL,http://claim-reward.club/you-won-a-gift?id=31
Ham,URL,https://www.example.com/page1458
Ham,Email,user245@example.com
Ham,Email,user2168@example.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=128
Spam,URL,http://verify-account.support/confirm-details?id=28
Spam,URL,http://legal-funds.info/inheritance-claim?id=54
Ham,URL,https://www.example.com/page558
Ham,URL,https://www.example.com/page56
Spam,URL,http://security-team.net/unauthorized-access?id=248
Ham,URL,https://www.example.com/page1567
Ham,Email,user1248@example.com
Ham,URL,https://www.example.com/page717
Spam,URL,http://system-scan.info/virus-detected?id=50
Ham,URL,https://www.example.com/page695
Spam,Email,urgent.notice.123.166@suspiciousdomain.com
Ham,Email,user226@example.com
Spam,Email,account.security.alert.113@login-verify.info
Spam,Email,loan.approval.notice.27@fast-cash.co
Ham,Email,user2223@example.com
Spam,Email,bitcoin.investment.offer.220@crypto-wealth.biz
Spam,Email,paypal.security.center.18@account-limited.net
Ham,Email,user36@example.com
Ham,Email,user2502@example.com
Spam,Email,important.update.149@service-notification.org
Ham,Email,user232@example.com
Spam,Email,prize.winner.now.186@get-your-cash.net
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=194
Spam,Email,inheritance.claim.268@legal-funds.info
Ham,URL,https://www.example.com/page1510
Spam,URL,http://verify-account.support/confirm-details?id=205
Ham,Email,user1333@example.com
Ham,URL,https://www.example.com/page1873
Spam,Email,account.security.alert.93@login-verify.info
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=186
Ham,Email,user803@example.com
Ham,URL,https://www.example.com/page837
Ham,Email,user378@example.com
Ham,URL,https://www.example.com/page277
Spam,Email,lottery.winner.notification.145@lucky-draw.org
Spam,URL,http://online-banking.support/bank-of-america-alert?id=58
Ham,URL,https://www.example.com/page1290
Ham,URL,https://www.example.com/page957
Ham,URL,https://www.example.com/page1573
Spam,Email,job.offer.urgent.54@career-opportunities.net
Ham,Email,user1405@example.com
Ham,Email,user1890@example.com
Spam,Email,prize.winner.now.143@get-your-cash.net
Ham,Email,user1165@example.com
Ham,Email,user381@example.com
Ham,URL,https://www.example.com/page2012
Spam,URL,http://verify-account.support/confirm-details?id=17
Ham,URL,https://www.example.com/page1699
Ham,Email,user1921@example.com
Ham,URL,https://www.example.com/page1577
Ham,Email,user984@example.com
Spam,Email,bank.of.america.alert.205@online-banking.support
Ham,Email,user1117@example.com
Ham,URL,https://www.example.com/page2207
Spam,Email,amazon.order.issue.25@order-processing.online
Spam,Email,unauthorized.access.36@security-team.net
Ham,URL,https://www.example.com/page2431
Spam,URL,http://secure-billing.co/invoice-payment-due?id=44
Ham,Email,user1753@example.com
Spam,Email,loan.approval.notice.223@fast-cash.co
Spam,Email,job.offer.urgent.71@career-opportunities.net
Spam,Email,free.money.offer.131@limited-time.biz
Spam,Email,invoice.payment.due.87@secure-billing.co
Ham,Email,user2630@example.com
Ham,URL,https://www.example.com/page2236
Ham,Email,user1504@example.com
Spam,URL,http://limited-time.biz/free-money-offer?id=67
Ham,URL,https://www.example.com/page1412
Spam,Email,your.package.on.hold.153@delivery-info.online
Spam,Email,dating.match.for.you.241@find-love.club
Ham,Email,user1904@example.com
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=66
Spam,Email,loan.approval.notice.102@fast-cash.co
Spam,Email,inheritance.claim.123@legal-funds.info
Ham,Email,user2305@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=123
Spam,URL,http://account-limited.net/paypal-security-center?id=113
Spam,Email,amazon.order.issue.171@order-processing.online
Ham,URL,https://www.example.com/page954
Spam,Email,youve.won.a.gift.146@claim-reward.club
Ham,URL,https://www.example.com/page2391
Spam,Email,loan.approval.notice.197@fast-cash.co
Spam,URL,http://order-processing.online/amazon-order-issue?id=163
Ham,Email,user449@example.com
Ham,URL,https://www.example.com/page58
Ham,URL,https://www.example.com/page682
Ham,URL,https://www.example.com/page2519
Spam,Email,paypal.security.center.223@account-limited.net
Spam,Email,free.money.offer.69@limited-time.biz
